CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion,Cluster_Label,email_ctr,engagement_depth,social_propensity
8018,19,Female,117392,PPC,Conversion,3939.010313121590,0.1495189655503020,0.0349210939757863,7,3.1222196163658800,8.44329584248851,92,8,4,6,2222,1,4,0.5,26.36182390619810,13.142857142857100
8019,41,Female,69949,PPC,Consideration,8446.048129921050,0.2988701856921280,0.0465403844327586,35,9.822822688497830,1.8950009240635700,36,7,7,3,3644,1,3,1.0,18.614258071616000,1.0285714285714300
8020,61,Female,88382,PPC,Consideration,3841.5476528160300,0.1213396966326580,0.0340204185848331,25,6.708743067769060,6.913353501464530,41,5,1,6,1651,1,3,0.2,46.37991237798720,1.64
8021,47,Female,119233,SEO,Consideration,8333.232297346970,0.2576963413187490,0.0112493654655946,36,9.69190632380631,1.470518152555740,63,14,0,5,2586,1,3,0.0,14.252124182026900,1.75
8022,55,Male,57586,Email,Consideration,6599.333294530990,0.2600797774918880,0.1357636182127650,14,3.4460780379605,12.85260043957220,94,14,6,9,1989,1,2,0.42857142857142900,44.291064105491100,6.714285714285710
8023,19,Female,72243,Referral,Conversion,5144.341521645200,0.0774743610037607,0.0614603685066052,33,6.5908820051354200,2.0531207988121300,18,5,5,3,1417,1,4,1.0,13.53187692726010,0.5454545454545450
8024,38,Female,120566,Social Media,Awareness,2445.2277632871700,0.037503510781547,0.0383993872462522,20,7.830556785210320,7.33382552085477,22,14,3,2,1563,1,3,0.21428571428571400,57.42793719387790,1.1
8025,50,Female,144213,PPC,Conversion,9229.345319157110,0.2929298335576010,0.0707947716777232,22,1.852651784450580,7.901721933466990,70,17,3,3,2227,1,4,0.17647058823529400,14.639139240269900,3.1818181818181800
8026,29,Male,78618,Email,Consideration,636.5880075361290,0.1335100905993140,0.1048260913938690,8,7.002648583172600,8.186830947810560,5,5,5,1,129,0,5,1.0,57.329500137359200,0.625
8027,39,Male,98311,Social Media,Retention,6920.238875218270,0.0106438933829566,0.1056483789680140,39,2.52165310818842,9.33274626153203,98,17,6,1,2688,1,2,0.35294117647058800,23.5339486183261,2.5128205128205100
8028,61,Female,27549,Referral,Retention,6250.274938812750,0.1547151718103980,0.0797672415830722,25,3.9527420104794000,10.67294510282000,92,17,1,3,68,1,3,0.058823529411764700,42.18739848345690,3.68
8029,42,Female,138168,Referral,Conversion,4466.311070339620,0.1895971054867610,0.1040371314978720,42,7.445377034619440,0.5631910961814530,54,18,6,2,3079,1,4,0.3333333333333330,4.193170053611530,1.2857142857142900
8030,66,Male,72494,PPC,Awareness,2479.1774573967900,0.2350655917599300,0.0911948769810488,21,4.960582617824440,0.9482583271575140,76,19,9,4,1011,1,2,0.47368421052631600,4.703913774904850,3.619047619047620
8031,44,Male,107973,Referral,Consideration,4363.889774768140,0.2834532142848550,0.1663063969270520,12,9.29045667982302,9.367495241283510,38,12,6,0,911,1,2,0.5,87.02830873759270,3.1666666666666700
8032,59,Female,43958,Referral,Awareness,8740.449982978860,0.2753994823941840,0.0156266538233245,24,3.170819821328500,3.1410596327745500,24,10,5,6,4683,1,3,0.5,9.959734143576370,1.0
8033,45,Female,109779,Social Media,Awareness,8383.984491524050,0.2826393878159120,0.1749257253313790,6,2.384030881810250,12.561754154488300,97,14,2,3,467,1,3,0.14285714285714300,29.947609834008300,16.166666666666700
8034,33,Male,127713,Social Media,Awareness,9419.674374772590,0.0193162929952471,0.0563438985789388,26,4.034547735123170,9.598918909699370,82,5,7,5,653,1,2,1.4,38.727296546758600,3.1538461538461500
8035,32,Female,127960,PPC,Consideration,3147.1527455899600,0.2164144988108360,0.1471386208568880,14,8.667309012438820,14.715810565969900,3,10,0,1,2429,1,3,0.0,127.54647754377300,0.21428571428571400
8036,64,Male,114520,Email,Conversion,3932.3311678518400,0.0754988092136491,0.0869575271046961,11,8.626820998058340,11.056062210688500,87,3,7,3,1066,1,0,2.3333333333333300,95.37866963500700,7.909090909090910
8037,68,Male,122478,PPC,Consideration,285.3889113326470,0.0643902792896396,0.0659232632559093,44,4.323750219686710,1.81535897967326,32,14,6,4,257,1,2,0.42857142857142900,7.8491587871725000,0.7272727272727270
8038,61,Female,149203,SEO,Consideration,9435.204947728080,0.2420923848937830,0.126916000869978,32,8.28858086225458,2.979151166863560,65,15,1,5,4709,1,3,0.06666666666666670,24.692935347428700,2.03125
8039,69,Male,141835,Referral,Conversion,3360.961908990960,0.1309676098601350,0.1560880395839900,20,1.700094274755050,1.1749590102378400,1,13,0,0,2885,1,0,0.0,1.9975410863772100,0.05
8040,20,Female,57538,Email,Conversion,4101.221833176630,0.2758140219768770,0.0954879260896847,24,1.0684143982270000,11.247050051443600,13,4,7,3,1476,1,4,1.75,12.016510212542100,0.5416666666666670
8041,54,Female,25833,Social Media,Conversion,9087.265653329210,0.0223061763307549,0.0986452301824413,39,8.783242758213400,2.3389376321483100,49,14,3,1,3243,1,4,0.21428571428571400,20.543457019479400,1.2564102564102600
8042,68,Female,142893,SEO,Retention,5313.32445865145,0.2426324405512770,0.0211827321058591,46,8.866645175813450,10.124628655923600,10,9,9,9,3513,1,3,1.0,89.77148982894740,0.21739130434782600
8043,24,Male,43386,SEO,Retention,5705.127963379230,0.0496819792719527,0.1855592363192900,21,2.290589950043230,8.553267291850660,33,5,9,0,913,0,5,1.8,19.59202809874660,1.5714285714285700
8044,38,Male,136981,Referral,Conversion,1844.7050976940800,0.0612073884538454,0.1709103723247890,13,3.679429010942670,9.68281578896813,37,15,8,8,2136,1,0,0.5333333333333330,35.6272333215431,2.8461538461538500
8045,26,Male,120349,Social Media,Awareness,5036.734206104680,0.1484319975021050,0.0856186296330627,7,8.655366185211040,7.875713522347190,91,15,3,0,284,1,2,0.2,68.16718450573320,13.0
8046,56,Female,119341,Email,Retention,9190.265148996870,0.1247210828531120,0.1553406165005060,23,1.75390254497437,0.6889163080524990,38,18,7,1,4275,1,3,0.3888888888888890,1.2082920659676200,1.6521739130434800
8047,35,Female,91778,Social Media,Consideration,5631.309072268470,0.1509899687773150,0.0695230433846072,2,8.767835076942300,4.171662098102580,21,2,7,8,3388,1,3,3.5,36.57644527289460,10.5
8048,21,Female,114240,Referral,Consideration,2625.652009933610,0.282607691389006,0.1487801406724270,11,6.172143151518970,13.33223663256790,41,19,0,7,883,1,3,0.0,82.28847302613400,3.727272727272730
8049,42,Female,127955,SEO,Retention,408.69055493415200,0.2006427913134360,0.1081714261471710,46,6.9154947914736200,13.974394238321400,96,17,4,9,3404,1,3,0.23529411764705900,96.63985056911070,2.0869565217391300
8050,31,Female,44832,Referral,Consideration,3429.387557195270,0.0941897207341801,0.0975456772217527,21,6.35337051034278,1.9095419310060500,94,18,3,9,4788,1,3,0.16666666666666700,12.13202739271680,4.476190476190480
8051,67,Female,97857,PPC,Conversion,5768.650049238130,0.060143526572175,0.0207393694790417,15,6.242790971739000,14.31311612747060,56,1,3,9,4720,1,4,3.0,89.353792138025,3.7333333333333300
8052,26,Male,58930,SEO,Consideration,521.8715548712180,0.1318134197879710,0.1934301651436840,6,2.6655497892374500,10.222627750715900,77,8,8,3,2124,1,2,1.0,27.248923246373700,12.833333333333300
8053,43,Male,52407,Referral,Retention,6136.946515182450,0.1409758979076440,0.1691077042769000,17,3.1245225954937400,13.877084818207500,37,0,2,1,3219,1,2,0.0,43.35926507407250,2.176470588235290
8054,19,Female,24073,Email,Awareness,5281.796888469320,0.1843753788708600,0.1607437329174250,44,6.220482931936550,6.316877102178180,8,3,7,7,4930,1,3,2.3333333333333300,39.294026197240200,0.18181818181818200
8055,37,Male,37667,Email,Consideration,7856.011144749050,0.0871407840265326,0.0679340775542076,22,4.612648727456800,1.975303117154480,87,3,8,2,1977,1,2,2.6666666666666700,9.111379409684030,3.9545454545454500
8056,45,Male,36035,Email,Consideration,385.99290549242200,0.2325776816580770,0.0650221350405093,25,5.871602254502380,4.885572327041510,28,5,7,9,3851,1,2,1.4,28.686137489991400,1.12
8057,64,Female,26732,PPC,Awareness,7830.388713705500,0.0385534711890206,0.1189066883529830,37,3.28029404835394,10.500381999363000,68,5,3,0,336,1,3,0.6,34.44434057795340,1.837837837837840
8058,24,Female,75097,Social Media,Retention,5256.682753005260,0.1725314754441900,0.1707824072829680,1,5.174403874861280,12.030711734034300,41,18,1,1,465,1,3,0.05555555555555560,62.25176141392590,41.0
8059,61,Male,23487,Email,Awareness,3768.240394519140,0.1908241794407920,0.1875793971720440,1,2.290642000944770,1.226773102297380,59,7,9,3,3434,1,2,1.2857142857142900,2.8100979937516800,59.0
8060,25,Female,120488,PPC,Consideration,9657.291465952360,0.0699811585088921,0.061096514941483,21,1.3455584162298500,7.560799216279880,38,7,6,0,1035,1,3,0.8571428571428570,10.173497018889400,1.8095238095238100
8061,64,Female,77702,Email,Retention,1685.183517636930,0.2495432916448900,0.1254088120606890,37,9.5600473730827,1.4333171818045800,90,19,2,5,2604,1,3,0.10526315789473700,13.702580158705100,2.4324324324324300
8062,52,Female,146671,PPC,Conversion,5459.118679001950,0.1884753163102270,0.1475415319797580,41,7.507496310873260,13.022392911297600,71,12,5,3,716,1,4,0.4166666666666670,97.76556674030890,1.7317073170731700
8063,31,Male,114961,Email,Retention,3277.7165885655400,0.1972594422479120,0.0530145075848125,27,5.4825747038521500,7.406912959253100,92,8,2,5,3979,1,2,0.25,40.6089536240357,3.4074074074074100
8064,34,Male,132194,Social Media,Retention,5322.115150073820,0.1543456166713970,0.0874190397422606,16,5.959106045055910,13.76491648066980,59,18,3,4,824,1,2,0.16666666666666700,82.02659700964940,3.6875
8065,53,Female,105107,Referral,Conversion,5567.52698054608,0.2737823229811380,0.0456201120055917,47,5.600563890887190,1.6393927870019100,52,6,1,3,125,1,4,0.16666666666666700,9.18152404586382,1.1063829787234000
8066,67,Female,49075,Email,Retention,985.5376594059730,0.2112389986314110,0.1427919647759840,17,9.089285251272320,5.291814779256120,75,19,4,6,643,1,3,0.21052631578947400,48.0988140255576,4.411764705882350
8067,57,Female,127721,Referral,Consideration,6645.237954491660,0.1207323138197710,0.1741191759435880,1,7.962747094633630,10.309807280141800,7,7,9,6,4051,1,3,1.2857142857142900,82.0943879661818,7.0
8068,21,Female,91031,Email,Consideration,6381.366809598220,0.079195707457385,0.1767315273648140,34,3.926284369811060,4.75699817478993,20,10,6,3,4280,1,3,0.6,18.677327580897400,0.5882352941176470
8069,19,Male,104217,Social Media,Consideration,7717.726018881190,0.0306078856988113,0.1373168853936140,14,2.963681280420250,12.702598835234200,55,2,1,3,3849,1,2,0.5,37.646454380671700,3.9285714285714300
8070,23,Male,34781,Referral,Consideration,997.5190872257930,0.0579546427823042,0.075958948433129,14,1.598763606256830,14.80908862490390,47,16,4,3,1328,1,2,0.25,23.67623193532830,3.357142857142860
8071,59,Female,59865,PPC,Conversion,3042.8596143465100,0.2978780561042610,0.1355976716023080,43,2.330102106363530,4.577684189998160,46,4,5,7,558,1,4,1.25,10.666471573381700,1.069767441860470
8072,21,Male,28469,Email,Consideration,6536.094937308200,0.1279623998375760,0.1742106781624560,44,5.410550208628480,5.735629035884560,8,5,5,4,2761,1,2,1.0,31.032908876720800,0.18181818181818200
8073,46,Male,65167,Email,Retention,1453.635176564520,0.2706192959104480,0.1289126084477990,33,2.82313265438108,14.526510324964300,77,14,1,4,2918,1,2,0.07142857142857140,41.01026565261050,2.3333333333333300
8074,35,Female,144866,PPC,Awareness,6808.222286805580,0.0594651134967266,0.0884494686562144,49,3.811545261830960,5.691886045671890,0,8,1,8,3483,1,3,0.125,21.694881288262400,0.0
8075,43,Male,101738,Social Media,Conversion,684.3644371221880,0.1333546526888460,0.1847625226366100,14,2.1999620146035200,8.56180444319324,54,18,1,9,11,1,0,0.05555555555555560,18.835644551488800,3.857142857142860
8076,61,Male,39928,SEO,Conversion,3415.8223743003100,0.2885503554397000,0.168691152721191,17,9.305327352529860,11.654004160398600,30,5,2,5,2751,1,0,0.4,108.44432368025400,1.7647058823529400
8077,51,Female,96521,Email,Awareness,8482.440111091940,0.0364283529115969,0.1776626956470840,12,1.3035253466503800,6.855998938303450,79,7,1,3,1964,1,3,0.14285714285714300,8.936968392686620,6.583333333333330
8078,27,Male,59599,PPC,Consideration,7765.483774773490,0.1822554423056260,0.1816064839976560,37,4.166296478614450,5.902815262325690,90,11,8,6,4031,1,2,0.7272727272727270,24.592878441339100,2.4324324324324300
8079,53,Male,36775,SEO,Consideration,6483.1310807481700,0.2765598512019280,0.0848243384554595,7,3.32339204655476,7.686031017979450,10,15,9,7,65,1,2,0.6,25.5436943547261,1.4285714285714300
8080,31,Female,86504,Email,Retention,8717.538324588500,0.2854081781567330,0.1733314114263940,15,1.0747242000011400,11.803038304053700,65,19,4,6,1998,1,3,0.21052631578947400,12.685010898906900,4.333333333333330
8081,48,Female,95918,Referral,Consideration,7121.768487304790,0.2553421683624150,0.1183664375368730,19,9.35738226802263,5.026353019635540,59,2,8,5,590,1,3,4.0,47.03350661875960,3.1052631578947400
8082,65,Male,90687,PPC,Consideration,5241.813541586950,0.2582209853844430,0.0172502049752676,25,3.8224671744173900,5.586708708218370,30,15,7,1,220,1,2,0.4666666666666670,21.355010650196500,1.2
8083,32,Female,46804,Referral,Retention,9799.203253819290,0.199133056694065,0.1308089077388220,34,5.5204757639096900,3.2425199051595200,49,14,4,4,4394,1,3,0.2857142857142860,17.900252550427900,1.4411764705882400
8084,25,Male,129122,Social Media,Consideration,6979.075189914260,0.0739227013475478,0.099417595615954,16,6.243458476858800,10.673453751200300,59,10,6,5,928,1,2,0.6,66.63926530029160,3.6875
8085,31,Female,52259,SEO,Awareness,6053.5350504487300,0.2218967779006270,0.0622793852455865,25,6.494317814415810,13.542031800936700,87,5,1,1,1884,1,3,0.2,87.94625836820840,3.48
8086,40,Female,145725,PPC,Consideration,4147.81855344029,0.2937314946930300,0.1943727966089380,17,5.14234655283277,3.193228853049400,61,1,9,8,1530,1,3,9.0,16.42068938488470,3.588235294117650
8087,57,Female,106284,Email,Awareness,9033.8837359326,0.1625207192551150,0.020463463075665,43,6.344464544386570,1.001548287425020,38,6,9,9,932,1,3,1.5,6.354287599059100,0.8837209302325580
8088,38,Female,105227,Email,Awareness,3027.5200464894300,0.0856022341323013,0.1897167042343430,6,7.765849037611110,6.028424544875230,2,15,6,3,3472,1,3,0.4,46.81583495013050,0.3333333333333330
8089,33,Male,117556,SEO,Awareness,191.27398268793600,0.1763066096518490,0.0402607415205812,43,9.568801255483760,6.4472440921958500,57,0,4,4,3242,1,2,0.0,61.69239736381390,1.3255813953488400
8090,62,Male,63560,Referral,Consideration,2047.731172080360,0.2102770033097790,0.0816277540671011,34,6.913335432991240,9.86502113832734,67,12,5,4,3897,1,2,0.4166666666666670,68.20020018280600,1.9705882352941200
8091,35,Female,47256,Referral,Consideration,1184.2231702293600,0.0704012897330798,0.0892746833296763,11,5.16006570585902,1.7410694853285900,29,3,8,6,1288,1,3,2.6666666666666700,8.984032942761660,2.6363636363636400
8092,64,Male,26125,PPC,Conversion,3258.038364313410,0.2185649108067330,0.1488938985455550,46,5.00144055304416,12.411726882646400,66,0,7,8,2324,1,0,0.0,62.076514164176200,1.434782608695650
8093,41,Male,24370,PPC,Retention,8276.198906838710,0.1803555290764740,0.0509657496599738,48,7.388716275725720,8.822808703481760,67,4,1,8,2368,1,2,0.25,65.18923026503020,1.3958333333333300
8094,43,Female,24838,Referral,Retention,6550.143885113570,0.1875814736529350,0.1973593502132320,43,6.643316919844340,8.416578322003810,57,15,9,5,3006,1,4,0.6,55.91399717376300,1.3255813953488400
8095,42,Female,134479,PPC,Conversion,1772.907833413750,0.0987364996245518,0.1523122520251640,40,4.78347931180887,5.087263988867360,76,18,5,8,72,1,4,0.2777777777777780,24.334822044457300,1.9
8096,62,Female,77429,Referral,Awareness,7909.335038814150,0.0550273749322483,0.1600910012859400,0,4.022981312317760,5.796378940439580,52,11,0,3,3482,1,3,0.0,23.318724156500600,0.0
8097,58,Male,23134,SEO,Retention,5091.776674384090,0.1908004696386410,0.0302214668158299,24,9.938337790280530,1.3036951327465800,13,8,7,4,205,1,2,0.875,12.956562604780100,0.5416666666666670
8098,46,Female,130995,PPC,Conversion,5175.87477877114,0.1800075668542460,0.1004992818067960,15,7.901172888798080,11.42944427466170,9,5,0,4,2595,1,4,0.0,90.30601523698520,0.6
8099,32,Male,63199,Referral,Awareness,3684.910591710650,0.1080235344370030,0.1896657765908750,14,2.860981283331120,9.268680169670390,77,8,1,4,3514,1,2,0.125,26.517520486609300,5.5
8100,62,Male,97092,PPC,Conversion,8659.702011738030,0.0958091635883072,0.0613125535948432,10,3.629545047167260,14.65821335926340,80,1,3,0,2398,1,0,3.0,53.20264569843530,8.0
8101,18,Female,144925,Email,Consideration,3251.440308172350,0.1107008938820620,0.0376228944406633,36,9.043198028312190,5.626645702776850,21,0,9,6,4525,1,3,0.0,50.88287132536280,0.5833333333333330
8102,42,Male,53822,Email,Consideration,1031.9836306299200,0.1520661681646580,0.1022249473551960,38,6.94746269883618,10.16053387556660,62,9,1,5,1506,1,2,0.1111111111111110,70.58993010076060,1.631578947368420
8103,24,Male,113513,Social Media,Awareness,3097.0170403222600,0.2926977231822370,0.1867746832337300,2,3.796775535103990,13.83340680855620,60,2,4,2,1821,1,2,2.0,52.522340537867100,30.0
8104,26,Female,40113,Referral,Awareness,7182.000108052070,0.2314337403876000,0.1024902186418190,44,4.2778927306305,10.819372891745600,45,17,6,7,272,1,3,0.35294117647058800,46.2841166435793,1.0227272727272700
8105,41,Male,83594,Social Media,Consideration,6610.060679352960,0.2570045243579920,0.0869185175547351,44,4.410168981776540,1.0845026080841100,36,11,6,5,360,1,2,0.5454545454545450,4.782839762828310,0.8181818181818180
8106,18,Male,116102,Referral,Retention,1961.369820180420,0.156638374982024,0.1335517629756180,41,2.676656769794360,9.667433636910990,20,14,9,8,4403,1,2,0.6428571428571430,25.876401690775500,0.4878048780487810
8107,61,Male,22669,PPC,Retention,1206.664561138930,0.1625758474158450,0.1880079597816050,38,5.600518555929200,8.408169707124830,88,13,4,6,3502,1,2,0.3076923076923080,47.09011046615440,2.3157894736842100
8108,25,Female,69427,Referral,Consideration,6642.571008177290,0.069254151816738,0.0193209153487725,19,7.890135793897300,7.740043405303670,2,9,2,7,2395,1,3,0.2222222222222220,61.06999351850520,0.10526315789473700
8109,41,Female,101617,Email,Retention,6796.130672983630,0.2191032925273130,0.0391451536405713,22,6.076539536552480,8.519137530564640,18,5,4,8,2647,1,3,0.8,51.766876021804000,0.8181818181818180
8110,28,Female,32938,PPC,Consideration,3724.88140838465,0.1322593616792840,0.0352233189084094,14,6.903477546875940,7.178204489159230,31,19,3,5,3426,1,3,0.15789473684210500,49.5545735177948,2.2142857142857100
8111,68,Female,25717,Email,Conversion,8443.73369693789,0.2253095890571360,0.0262132666368414,17,6.358477492455620,10.531567373334000,78,19,5,7,603,1,4,0.2631578947368420,66.96473410362410,4.588235294117650
8112,34,Female,97818,PPC,Conversion,9784.231517619180,0.1286260605806610,0.0674001553231952,38,1.530058864615280,0.716237090614334,23,11,0,1,3469,1,4,0.0,1.0958849096607200,0.6052631578947370
8113,25,Female,67659,Referral,Conversion,2135.8877121490100,0.0414699842920333,0.0535687162928589,34,2.692540546444010,3.234115831799600,72,8,0,0,4643,0,3,0.0,8.70798800901689,2.1176470588235300
8114,52,Male,127601,Referral,Retention,5812.980285489680,0.0601855694579062,0.1142513405797740,28,4.153135931567240,5.798091617120450,73,3,7,8,162,1,2,2.3333333333333300,24.08026262958180,2.607142857142860
8115,52,Male,84575,Email,Conversion,152.92865713899800,0.2453553226416580,0.0721849901278836,19,9.003115026506030,7.06367541903137,47,3,5,9,1669,1,0,1.6666666666666700,63.5950823074426,2.473684210526320
8116,50,Female,99737,SEO,Awareness,7159.238520660250,0.0849987819720904,0.0869894936769964,41,4.138231008349050,2.392052046033140,95,1,8,5,1981,1,3,8.0,9.898863950479100,2.317073170731710
8117,22,Male,36289,Referral,Awareness,4201.392924276850,0.08666278254445,0.1889542911949640,14,3.944052745099760,12.392116674580600,57,6,9,9,4669,1,2,1.5,48.875161787975900,4.071428571428570
8118,59,Female,44406,SEO,Conversion,2013.365346341330,0.279516746100676,0.0395745718411871,31,1.7252798135894900,13.976174885707000,39,10,0,9,2597,1,4,0.0,24.112812401506600,1.2580645161290300
8119,56,Female,142688,PPC,Awareness,7546.997025467320,0.2007143306313860,0.0838068920910124,11,9.748713499989750,11.392624595736200,6,15,6,2,4820,1,3,0.4,111.06343319676900,0.5454545454545450
8120,58,Female,116822,SEO,Conversion,8125.4230958052000,0.0431491906264633,0.0588455496985685,47,8.006947028972440,13.967861700766500,45,9,0,2,3803,1,4,0.0,111.83992874605000,0.9574468085106380
8121,45,Female,32873,Email,Conversion,1200.5483616417800,0.0516397283382609,0.1143415366479730,11,7.893345036479470,11.276709902483100,90,14,6,7,3336,1,4,0.42857142857142900,89.01096213658340,8.181818181818180
8122,24,Female,145812,Social Media,Consideration,505.8580421965370,0.088986555488881,0.1499038830438620,24,4.453349631024200,6.895312272664030,14,1,6,2,4108,1,3,6.0,30.70723636526500,0.5833333333333330
8123,26,Male,102048,Social Media,Conversion,3407.376572524260,0.1822587494697240,0.1652276959493940,33,1.7053250853307100,6.200428113745990,84,11,7,9,3310,1,0,0.6363636363636360,10.573745602160800,2.5454545454545500
8124,25,Female,114463,Email,Awareness,6297.305611034250,0.2283193862726450,0.1079063719582990,7,3.3716824158063200,2.912791037497040,73,14,4,5,4974,1,3,0.2857142857142860,9.821006322047040,10.428571428571400
8125,29,Female,43461,Social Media,Retention,7954.853319167470,0.0896039686014271,0.172434152390119,23,8.676096800949090,1.7534820949244300,86,10,7,5,3606,1,3,0.7,15.213380394295400,3.739130434782610
8126,51,Female,40710,Email,Conversion,5506.018716641530,0.2624861908503400,0.1591643464966900,44,2.622681194308920,3.684465089653310,4,9,9,4,4652,1,4,1.0,9.663177301721450,0.09090909090909090
8127,50,Male,105488,Referral,Consideration,5849.412885439110,0.041662251876403,0.0398307716724103,0,9.048246303563440,8.215968117396330,58,2,4,6,2863,1,2,2.0,74.34010314842640,0.0
8128,65,Male,33448,SEO,Awareness,8018.596395353620,0.070203758732522,0.056631464213799,24,5.821790638361080,2.4567336911387700,69,7,8,3,596,1,2,1.1428571428571400,14.302589204018000,2.875
8129,40,Male,35198,Social Media,Consideration,5335.549404765720,0.2914348271314350,0.13762690038335,33,7.430828762024780,14.291871417515900,21,19,7,9,1084,1,0,0.3684210526315790,106.20044919243700,0.6363636363636360
8130,41,Female,93158,Referral,Conversion,6150.429453240380,0.0490760104595607,0.1952108637507160,13,5.082772555163740,3.668285627246090,27,19,6,5,2530,1,4,0.3157894736842110,18.645061510668000,2.076923076923080
8131,54,Female,126384,Social Media,Conversion,5210.551665767940,0.2675522792399050,0.081464643114,35,9.390784344018270,12.587655232226000,53,4,6,0,3755,1,4,1.5,118.2079556826870,1.5142857142857100
8132,52,Male,87938,PPC,Conversion,8816.53651034027,0.2141411718671880,0.0536634897225007,5,3.1569249861967300,12.37287496142300,18,10,2,2,458,1,0,0.2,39.06023811680410,3.6
8133,61,Female,70799,Email,Conversion,2431.61452399238,0.0311952562860949,0.17513459251616,44,6.151900872309260,2.547455547881560,13,11,5,6,40,1,4,0.45454545454545500,15.671694007181600,0.29545454545454500
8134,57,Male,121860,Email,Awareness,2713.5364869510400,0.1502749803809840,0.0479262723131476,8,1.6220441169683000,10.805771290500500,47,19,5,8,2601,1,2,0.2631578947368420,17.527437751061300,5.875
8135,39,Female,114003,Referral,Retention,1366.8184698580700,0.1605040124119940,0.1425075720694740,47,5.323845179692670,12.449650635076000,6,10,4,0,819,1,3,0.4,66.28001252240700,0.1276595744680850
